geo,sex,age_group,year,vintage,pop
Bronx,all,15-19,2010,v2020,115581
Bronx,all,15-19,2011,v2020,114572
Bronx,all,15-19,2012,v2020,110325
Bronx,all,15-19,2013,v2020,106643
Bronx,all,15-19,2014,v2020,103357
Bronx,all,15-19,2015,v2020,100366
Bronx,all,15-19,2016,v2020,98694
Bronx,all,15-19,2017,v2020,97955
Bronx,all,15-19,2018,v2020,96793
Bronx,all,15-19,2019,v2020,95458
Bronx,all,15-19,2020,v2020,93923
Bronx,all,15-19,2020,v2025,104222
Bronx,all,15-19,2021,v2025,98113
Bronx,all,15-19,2022,v2025,94356
Bronx,all,15-19,2023,v2025,94336
Bronx,all,15-19,2024,v2025,97273
Bronx,all,15-19,2025,v2025,96318
Bronx,all,20-24,2010,v2020,112834
Bronx,all,20-24,2011,v2020,113927
Bronx,all,20-24,2012,v2020,117981
Bronx,all,20-24,2013,v2020,122303
Bronx,all,20-24,2014,v2020,123331
Bronx,all,20-24,2015,v2020,122549
Bronx,all,20-24,2016,v2020,118815
Bronx,all,20-24,2017,v2020,113409
Bronx,all,20-24,2018,v2020,108173
Bronx,all,20-24,2019,v2020,103768
Bronx,all,20-24,2020,v2020,99719
Bronx,all,20-24,2020,v2025,105284
Bronx,all,20-24,2021,v2025,104003
Bronx,all,20-24,2022,v2025,101169
Bronx,all,20-24,2023,v2025,101451
Bronx,all,20-24,2024,v2025,103531
Bronx,all,20-24,2025,v2025,101390
Bronx,all,25-29,2010,v2020,105658
Bronx,all,25-29,2011,v2020,105739
Bronx,all,25-29,2012,v2020,106699
Bronx,all,25-29,2013,v2020,108311
Bronx,all,25-29,2014,v2020,111437
Bronx,all,25-29,2015,v2020,115662
Bronx,all,25-29,2016,v2020,120079
Bronx,all,25-29,2017,v2020,123613
Bronx,all,25-29,2018,v2020,124238
Bronx,all,25-29,2019,v2020,123016
Bronx,all,25-29,2020,v2020,119437
Bronx,all,25-29,2020,v2025,110818
Bronx,all,25-29,2021,v2025,104007
Bronx,all,25-29,2022,v2025,98685
Bronx,all,25-29,2023,v2025,98547
Bronx,all,25-29,2024,v2025,102432
Bronx,all,25-29,2025,v2025,104521
Bronx,all,30-34,2010,v2020,97772
Bronx,all,30-34,2011,v2020,98198
Bronx,all,30-34,2012,v2020,99518
Bronx,all,30-34,2013,v2020,101317
Bronx,all,30-34,2014,v2020,103039
Bronx,all,30-34,2015,v2020,103869
Bronx,all,30-34,2016,v2020,104365
Bronx,all,30-34,2017,v2020,105686
Bronx,all,30-34,2018,v2020,105726
Bronx,all,30-34,2019,v2020,106282
Bronx,all,30-34,2020,v2020,107199
Bronx,all,30-34,2020,v2025,109195
Bronx,all,30-34,2021,v2025,105743
Bronx,all,30-34,2022,v2025,101525
Bronx,all,30-34,2023,v2025,100996
Bronx,all,30-34,2024,v2025,103254
Bronx,all,30-34,2025,v2025,101239
Bronx,female,15-19,2010,v2020,56166
Bronx,female,15-19,2011,v2020,55681
Bronx,female,15-19,2012,v2020,53624
Bronx,female,15-19,2013,v2020,51966
Bronx,female,15-19,2014,v2020,50315
Bronx,female,15-19,2015,v2020,48850
Bronx,female,15-19,2016,v2020,48018
Bronx,female,15-19,2017,v2020,47711
Bronx,female,15-19,2018,v2020,46967
Bronx,female,15-19,2019,v2020,46455
Bronx,female,15-19,2020,v2020,45659
Bronx,female,15-19,2020,v2025,51135
Bronx,female,15-19,2021,v2025,47903
Bronx,female,15-19,2022,v2025,45908
Bronx,female,15-19,2023,v2025,45887
Bronx,female,15-19,2024,v2025,47109
Bronx,female,15-19,2025,v2025,46730
Bronx,female,20-24,2010,v2020,56255
Bronx,female,20-24,2011,v2020,56692
Bronx,female,20-24,2012,v2020,58584
Bronx,female,20-24,2013,v2020,60834
Bronx,female,20-24,2014,v2020,61308
Bronx,female,20-24,2015,v2020,61229
Bronx,female,20-24,2016,v2020,59493
Bronx,female,20-24,2017,v2020,56804
Bronx,female,20-24,2018,v2020,54262
Bronx,female,20-24,2019,v2020,51857
Bronx,female,20-24,2020,v2020,49811
Bronx,female,20-24,2020,v2025,52450
Bronx,female,20-24,2021,v2025,51616
Bronx,female,20-24,2022,v2025,50316
Bronx,female,20-24,2023,v2025,50935
Bronx,female,20-24,2024,v2025,52141
Bronx,female,20-24,2025,v2025,50682
Bronx,female,25-29,2010,v2020,55938
Bronx,female,25-29,2011,v2020,55925
Bronx,female,25-29,2012,v2020,55999
Bronx,female,25-29,2013,v2020,56590
Bronx,female,25-29,2014,v2020,57864
Bronx,female,25-29,2015,v2020,59521
Bronx,female,25-29,2016,v2020,61525
Bronx,female,25-29,2017,v2020,63177
Bronx,female,25-29,2018,v2020,63406
Bronx,female,25-29,2019,v2020,62693
Bronx,female,25-29,2020,v2020,60837
Bronx,female,25-29,2020,v2025,57709
Bronx,female,25-29,2021,v2025,53736
Bronx,female,25-29,2022,v2025,50749
Bronx,female,25-29,2023,v2025,50789
Bronx,female,25-29,2024,v2025,53020
Bronx,female,25-29,2025,v2025,54170
Bronx,female,30-34,2010,v2020,52918
Bronx,female,30-34,2011,v2020,53012
Bronx,female,30-34,2012,v2020,53510
Bronx,female,30-34,2013,v2020,54268
Bronx,female,30-34,2014,v2020,54946
Bronx,female,30-34,2015,v2020,55256
Bronx,female,30-34,2016,v2020,55181
Bronx,female,30-34,2017,v2020,55560
Bronx,female,30-34,2018,v2020,55221
Bronx,female,30-34,2019,v2020,55309
Bronx,female,30-34,2020,v2020,55238
Bronx,female,30-34,2020,v2025,57863
Bronx,female,30-34,2021,v2025,55623
Bronx,female,30-34,2022,v2025,53317
Bronx,female,30-34,2023,v2025,52745
Bronx,female,30-34,2024,v2025,54209
Bronx,female,30-34,2025,v2025,52970
Bronx,male,15-19,2010,v2020,59415
Bronx,male,15-19,2011,v2020,58891
Bronx,male,15-19,2012,v2020,56701
Bronx,male,15-19,2013,v2020,54677
Bronx,male,15-19,2014,v2020,53042
Bronx,male,15-19,2015,v2020,51516
Bronx,male,15-19,2016,v2020,50676
Bronx,male,15-19,2017,v2020,50244
Bronx,male,15-19,2018,v2020,49826
Bronx,male,15-19,2019,v2020,49003
Bronx,male,15-19,2020,v2020,48264
Bronx,male,15-19,2020,v2025,53087
Bronx,male,15-19,2021,v2025,50210
Bronx,male,15-19,2022,v2025,48448
Bronx,male,15-19,2023,v2025,48449
Bronx,male,15-19,2024,v2025,50164
Bronx,male,15-19,2025,v2025,49588
Bronx,male,20-24,2010,v2020,56579
Bronx,male,20-24,2011,v2020,57235
Bronx,male,20-24,2012,v2020,59397
Bronx,male,20-24,2013,v2020,61469
Bronx,male,20-24,2014,v2020,62023
Bronx,male,20-24,2015,v2020,61320
Bronx,male,20-24,2016,v2020,59322
Bronx,male,20-24,2017,v2020,56605
Bronx,male,20-24,2018,v2020,53911
Bronx,male,20-24,2019,v2020,51911
Bronx,male,20-24,2020,v2020,49908
Bronx,male,20-24,2020,v2025,52834
Bronx,male,20-24,2021,v2025,52387
Bronx,male,20-24,2022,v2025,50853
Bronx,male,20-24,2023,v2025,50516
Bronx,male,20-24,2024,v2025,51390
Bronx,male,20-24,2025,v2025,50708
Bronx,male,25-29,2010,v2020,49720
Bronx,male,25-29,2011,v2020,49814
Bronx,male,25-29,2012,v2020,50700
Bronx,male,25-29,2013,v2020,51721
Bronx,male,25-29,2014,v2020,53573
Bronx,male,25-29,2015,v2020,56141
Bronx,male,25-29,2016,v2020,58554
Bronx,male,25-29,2017,v2020,60436
Bronx,male,25-29,2018,v2020,60832
Bronx,male,25-29,2019,v2020,60323
Bronx,male,25-29,2020,v2020,58600
Bronx,male,25-29,2020,v2025,53109
Bronx,male,25-29,2021,v2025,50271
Bronx,male,25-29,2022,v2025,47936
Bronx,male,25-29,2023,v2025,47758
Bronx,male,25-29,2024,v2025,49412
Bronx,male,25-29,2025,v2025,50351
Bronx,male,30-34,2010,v2020,44854
Bronx,male,30-34,2011,v2020,45186
Bronx,male,30-34,2012,v2020,46008
Bronx,male,30-34,2013,v2020,47049
Bronx,male,30-34,2014,v2020,48093
Bronx,male,30-34,2015,v2020,48613
Bronx,male,30-34,2016,v2020,49184
Bronx,male,30-34,2017,v2020,50126
Bronx,male,30-34,2018,v2020,50505
Bronx,male,30-34,2019,v2020,50973
Bronx,male,30-34,2020,v2020,51961
Bronx,male,30-34,2020,v2025,51332
Bronx,male,30-34,2021,v2025,50120
Bronx,male,30-34,2022,v2025,48208
Bronx,male,30-34,2023,v2025,48251
Bronx,male,30-34,2024,v2025,49045
Bronx,male,30-34,2025,v2025,48269
Brooklyn,all,15-19,2010,v2020,170696
Brooklyn,all,15-19,2011,v2020,168372
Brooklyn,all,15-19,2012,v2020,160614
Brooklyn,all,15-19,2013,v2020,155486
Brooklyn,all,15-19,2014,v2020,150768
Brooklyn,all,15-19,2015,v2020,146808
Brooklyn,all,15-19,2016,v2020,143283
Brooklyn,all,15-19,2017,v2020,141252
Brooklyn,all,15-19,2018,v2020,138262
Brooklyn,all,15-19,2019,v2020,136257
Brooklyn,all,15-19,2020,v2020,134632
Brooklyn,all,15-19,2020,v2025,155649
Brooklyn,all,15-19,2021,v2025,146133
Brooklyn,all,15-19,2022,v2025,143121
Brooklyn,all,15-19,2023,v2025,144005
Brooklyn,all,15-19,2024,v2025,146169
Brooklyn,all,15-19,2025,v2025,144243
Brooklyn,all,20-24,2010,v2020,195816
Brooklyn,all,20-24,2011,v2020,196266
Brooklyn,all,20-24,2012,v2020,198728
Brooklyn,all,20-24,2013,v2020,197331
Brooklyn,all,20-24,2014,v2020,192280
Brooklyn,all,20-24,2015,v2020,186346
Brooklyn,all,20-24,2016,v2020,177973
Brooklyn,all,20-24,2017,v2020,169952
Brooklyn,all,20-24,2018,v2020,163291
Brooklyn,all,20-24,2019,v2020,157902
Brooklyn,all,20-24,2020,v2020,152645
Brooklyn,all,20-24,2020,v2025,189483
Brooklyn,all,20-24,2021,v2025,179004
Brooklyn,all,20-24,2022,v2025,173804
Brooklyn,all,20-24,2023,v2025,171944
Brooklyn,all,20-24,2024,v2025,171735
Brooklyn,all,20-24,2025,v2025,162100
Brooklyn,all,25-29,2010,v2020,222858
Brooklyn,all,25-29,2011,v2020,223406
Brooklyn,all,25-29,2012,v2020,228456
Brooklyn,all,25-29,2013,v2020,233690
Brooklyn,all,25-29,2014,v2020,238371
Brooklyn,all,25-29,2015,v2020,243210
Brooklyn,all,25-29,2016,v2020,247687
Brooklyn,all,25-29,2017,v2020,250118
Brooklyn,all,25-29,2018,v2020,247507
Brooklyn,all,25-29,2019,v2020,242938
Brooklyn,all,25-29,2020,v2020,236197
Brooklyn,all,25-29,2020,v2025,251631
Brooklyn,all,25-29,2021,v2025,233664
Brooklyn,all,25-29,2022,v2025,231144
Brooklyn,all,25-29,2023,v2025,237216
Brooklyn,all,25-29,2024,v2025,246584
Brooklyn,all,25-29,2025,v2025,249011
Brooklyn,all,30-34,2010,v2020,202876
Brooklyn,all,30-34,2011,v2020,203942
Brooklyn,all,30-34,2012,v2020,210386
Brooklyn,all,30-34,2013,v2020,216284
Brooklyn,all,30-34,2014,v2020,221634
Brooklyn,all,30-34,2015,v2020,224883
Brooklyn,all,30-34,2016,v2020,226252
Brooklyn,all,30-34,2017,v2020,228714
Brooklyn,all,30-34,2018,v2020,229247
Brooklyn,all,30-34,2019,v2020,231128
Brooklyn,all,30-34,2020,v2020,234195
Brooklyn,all,30-34,2020,v2025,254529
Brooklyn,all,30-34,2021,v2025,242582
Brooklyn,all,30-34,2022,v2025,239311
Brooklyn,all,30-34,2023,v2025,240951
Brooklyn,all,30-34,2024,v2025,247421
Brooklyn,all,30-34,2025,v2025,247284
Brooklyn,female,15-19,2010,v2020,83972
Brooklyn,female,15-19,2011,v2020,82840
Brooklyn,female,15-19,2012,v2020,79200
Brooklyn,female,15-19,2013,v2020,76767
Brooklyn,female,15-19,2014,v2020,74568
Brooklyn,female,15-19,2015,v2020,72734
Brooklyn,female,15-19,2016,v2020,70839
Brooklyn,female,15-19,2017,v2020,69790
Brooklyn,female,15-19,2018,v2020,68237
Brooklyn,female,15-19,2019,v2020,67225
Brooklyn,female,15-19,2020,v2020,66305
Brooklyn,female,15-19,2020,v2025,76228
Brooklyn,female,15-19,2021,v2025,71267
Brooklyn,female,15-19,2022,v2025,69658
Brooklyn,female,15-19,2023,v2025,69749
Brooklyn,female,15-19,2024,v2025,70580
Brooklyn,female,15-19,2025,v2025,69577
Brooklyn,female,20-24,2010,v2020,99141
Brooklyn,female,20-24,2011,v2020,99465
Brooklyn,female,20-24,2012,v2020,100978
Brooklyn,female,20-24,2013,v2020,100239
Brooklyn,female,20-24,2014,v2020,97892
Brooklyn,female,20-24,2015,v2020,95421
Brooklyn,female,20-24,2016,v2020,91490
Brooklyn,female,20-24,2017,v2020,87664
Brooklyn,female,20-24,2018,v2020,84454
Brooklyn,female,20-24,2019,v2020,82120
Brooklyn,female,20-24,2020,v2020,79843
Brooklyn,female,20-24,2020,v2025,96783
Brooklyn,female,20-24,2021,v2025,90998
Brooklyn,female,20-24,2022,v2025,88588
Brooklyn,female,20-24,2023,v2025,87693
Brooklyn,female,20-24,2024,v2025,86747
Brooklyn,female,20-24,2025,v2025,81618
Brooklyn,female,25-29,2010,v2020,116794
Brooklyn,female,25-29,2011,v2020,116978
Brooklyn,female,25-29,2012,v2020,119316
Brooklyn,female,25-29,2013,v2020,121752
Brooklyn,female,25-29,2014,v2020,124201
Brooklyn,female,25-29,2015,v2020,126180
Brooklyn,female,25-29,2016,v2020,128205
Brooklyn,female,25-29,2017,v2020,129423
Brooklyn,female,25-29,2018,v2020,127927
Brooklyn,female,25-29,2019,v2020,125686
Brooklyn,female,25-29,2020,v2020,122848
Brooklyn,female,25-29,2020,v2025,132156
Brooklyn,female,25-29,2021,v2025,122792
Brooklyn,female,25-29,2022,v2025,121659
Brooklyn,female,25-29,2023,v2025,125162
Brooklyn,female,25-29,2024,v2025,130459
Brooklyn,female,25-29,2025,v2025,131679
Brooklyn,female,30-34,2010,v2020,105714
Brooklyn,female,30-34,2011,v2020,106230
Brooklyn,female,30-34,2012,v2020,109443
Brooklyn,female,30-34,2013,v2020,112121
Brooklyn,female,30-34,2014,v2020,114861
Brooklyn,female,30-34,2015,v2020,116557
Brooklyn,female,30-34,2016,v2020,117101
Brooklyn,female,30-34,2017,v2020,117980
Brooklyn,female,30-34,2018,v2020,118017
Brooklyn,female,30-34,2019,v2020,118491
Brooklyn,female,30-34,2020,v2020,119699
Brooklyn,female,30-34,2020,v2025,131756
Brooklyn,female,30-34,2021,v2025,125375
Brooklyn,female,30-34,2022,v2025,123157
Brooklyn,female,30-34,2023,v2025,123622
Brooklyn,female,30-34,2024,v2025,126831
Brooklyn,female,30-34,2025,v2025,127498
Brooklyn,male,15-19,2010,v2020,86724
Brooklyn,male,15-19,2011,v2020,85532
Brooklyn,male,15-19,2012,v2020,81414
Brooklyn,male,15-19,2013,v2020,78719
Brooklyn,male,15-19,2014,v2020,76200
Brooklyn,male,15-19,2015,v2020,74074
Brooklyn,male,15-19,2016,v2020,72444
Brooklyn,male,15-19,2017,v2020,71462
Brooklyn,male,15-19,2018,v2020,70025
Brooklyn,male,15-19,2019,v2020,69032
Brooklyn,male,15-19,2020,v2020,68327
Brooklyn,male,15-19,2020,v2025,79421
Brooklyn,male,15-19,2021,v2025,74866
Brooklyn,male,15-19,2022,v2025,73463
Brooklyn,male,15-19,2023,v2025,74256
Brooklyn,male,15-19,2024,v2025,75589
Brooklyn,male,15-19,2025,v2025,74666
Brooklyn,male,20-24,2010,v2020,96675
Brooklyn,male,20-24,2011,v2020,96801
Brooklyn,male,20-24,2012,v2020,97750
Brooklyn,male,20-24,2013,v2020,97092
Brooklyn,male,20-24,2014,v2020,94388
Brooklyn,male,20-24,2015,v2020,90925
Brooklyn,male,20-24,2016,v2020,86483
Brooklyn,male,20-24,2017,v2020,82288
Brooklyn,male,20-24,2018,v2020,78837
Brooklyn,male,20-24,2019,v2020,75782
Brooklyn,male,20-24,2020,v2020,72802
Brooklyn,male,20-24,2020,v2025,92700
Brooklyn,male,20-24,2021,v2025,88006
Brooklyn,male,20-24,2022,v2025,85216
Brooklyn,male,20-24,2023,v2025,84251
Brooklyn,male,20-24,2024,v2025,84988
Brooklyn,male,20-24,2025,v2025,80482
Brooklyn,male,25-29,2010,v2020,106064
Brooklyn,male,25-29,2011,v2020,106428
Brooklyn,male,25-29,2012,v2020,109140
Brooklyn,male,25-29,2013,v2020,111938
Brooklyn,male,25-29,2014,v2020,114170
Brooklyn,male,25-29,2015,v2020,117030
Brooklyn,male,25-29,2016,v2020,119482
Brooklyn,male,25-29,2017,v2020,120695
Brooklyn,male,25-29,2018,v2020,119580
Brooklyn,male,25-29,2019,v2020,117252
Brooklyn,male,25-29,2020,v2020,113349
Brooklyn,male,25-29,2020,v2025,119475
Brooklyn,male,25-29,2021,v2025,110872
Brooklyn,male,25-29,2022,v2025,109485
Brooklyn,male,25-29,2023,v2025,112054
Brooklyn,male,25-29,2024,v2025,116125
Brooklyn,male,25-29,2025,v2025,117332
Brooklyn,male,30-34,2010,v2020,97162
Brooklyn,male,30-34,2011,v2020,97712
Brooklyn,male,30-34,2012,v2020,100943
Brooklyn,male,30-34,2013,v2020,104163
Brooklyn,male,30-34,2014,v2020,106773
Brooklyn,male,30-34,2015,v2020,108326
Brooklyn,male,30-34,2016,v2020,109151
Brooklyn,male,30-34,2017,v2020,110734
Brooklyn,male,30-34,2018,v2020,111230
Brooklyn,male,30-34,2019,v2020,112637
Brooklyn,male,30-34,2020,v2020,114496
Brooklyn,male,30-34,2020,v2025,122773
Brooklyn,male,30-34,2021,v2025,117207
Brooklyn,male,30-34,2022,v2025,116154
Brooklyn,male,30-34,2023,v2025,117329
Brooklyn,male,30-34,2024,v2025,120590
Brooklyn,male,30-34,2025,v2025,119786
Manhattan,all,15-19,2010,v2020,77540
Manhattan,all,15-19,2011,v2020,76879
Manhattan,all,15-19,2012,v2020,74588
Manhattan,all,15-19,2013,v2020,72972
Manhattan,all,15-19,2014,v2020,71265
Manhattan,all,15-19,2015,v2020,69980
Manhattan,all,15-19,2016,v2020,69442
Manhattan,all,15-19,2017,v2020,68860
Manhattan,all,15-19,2018,v2020,68100
Manhattan,all,15-19,2019,v2020,68190
Manhattan,all,15-19,2020,v2020,67998
Manhattan,all,15-19,2020,v2025,75102
Manhattan,all,15-19,2021,v2025,69220
Manhattan,all,15-19,2022,v2025,72011
Manhattan,all,15-19,2023,v2025,73659
Manhattan,all,15-19,2024,v2025,75124
Manhattan,all,15-19,2025,v2025,74109
Manhattan,all,20-24,2010,v2020,141616
Manhattan,all,20-24,2011,v2020,139295
Manhattan,all,20-24,2012,v2020,132515
Manhattan,all,20-24,2013,v2020,126408
Manhattan,all,20-24,2014,v2020,121408
Manhattan,all,20-24,2015,v2020,118664
Manhattan,all,20-24,2016,v2020,116275
Manhattan,all,20-24,2017,v2020,114770
Manhattan,all,20-24,2018,v2020,112936
Manhattan,all,20-24,2019,v2020,111153
Manhattan,all,20-24,2020,v2020,110445
Manhattan,all,20-24,2020,v2025,135907
Manhattan,all,20-24,2021,v2025,111081
Manhattan,all,20-24,2022,v2025,120145
Manhattan,all,20-24,2023,v2025,123139
Manhattan,all,20-24,2024,v2025,124653
Manhattan,all,20-24,2025,v2025,119419
Manhattan,all,25-29,2010,v2020,186773
Manhattan,all,25-29,2011,v2020,187803
Manhattan,all,25-29,2012,v2020,194974
Manhattan,all,25-29,2013,v2020,198839
Manhattan,all,25-29,2014,v2020,199444
Manhattan,all,25-29,2015,v2020,198526
Manhattan,all,25-29,2016,v2020,196554
Manhattan,all,25-29,2017,v2020,193908
Manhattan,all,25-29,2018,v2020,190690
Manhattan,all,25-29,2019,v2020,188613
Manhattan,all,25-29,2020,v2020,188137
Manhattan,all,25-29,2020,v2025,199643
Manhattan,all,25-29,2021,v2025,170955
Manhattan,all,25-29,2022,v2025,183835
Manhattan,all,25-29,2023,v2025,195360
Manhattan,all,25-29,2024,v2025,204271
Manhattan,all,25-29,2025,v2025,207554
Manhattan,all,30-34,2010,v2020,154546
Manhattan,all,30-34,2011,v2020,155715
Manhattan,all,30-34,2012,v2020,161349
Manhattan,all,30-34,2013,v2020,166644
Manhattan,all,30-34,2014,v2020,169494
Manhattan,all,30-34,2015,v2020,170683
Manhattan,all,30-34,2016,v2020,172811
Manhattan,all,30-34,2017,v2020,174259
Manhattan,all,30-34,2018,v2020,174191
Manhattan,all,30-34,2019,v2020,174944
Manhattan,all,30-34,2020,v2020,174761
Manhattan,all,30-34,2020,v2025,179130
Manhattan,all,30-34,2021,v2025,160934
Manhattan,all,30-34,2022,v2025,163954
Manhattan,all,30-34,2023,v2025,167579
Manhattan,all,30-34,2024,v2025,173315
Manhattan,all,30-34,2025,v2025,175416
Manhattan,female,15-19,2010,v2020,40588
Manhattan,female,15-19,2011,v2020,40291
Manhattan,female,15-19,2012,v2020,39159
Manhattan,female,15-19,2013,v2020,38387
Manhattan,female,15-19,2014,v2020,37766
Manhattan,female,15-19,2015,v2020,37328
Manhattan,female,15-19,2016,v2020,37166
Manhattan,female,15-19,2017,v2020,36956
Manhattan,female,15-19,2018,v2020,36544
Manhattan,female,15-19,2019,v2020,36472
Manhattan,female,15-19,2020,v2020,36389
Manhattan,female,15-19,2020,v2025,40017
Manhattan,female,15-19,2021,v2025,36434
Manhattan,female,15-19,2022,v2025,38187
Manhattan,female,15-19,2023,v2025,39074
Manhattan,female,15-19,2024,v2025,40070
Manhattan,female,15-19,2025,v2025,39489
Manhattan,female,20-24,2010,v2020,79851
Manhattan,female,20-24,2011,v2020,78380
Manhattan,female,20-24,2012,v2020,73461
Manhattan,female,20-24,2013,v2020,69248
Manhattan,female,20-24,2014,v2020,66201
